id	content	sentiment
39244	@Kenzielee_ Mother's Day in the U.S today. I won't tell mine, she'll expect another present	love
39245	Just watched Camp Rock  Eating raspberry ripple icecream. Awesome	fun
39246	Off to bed .. Nighty night everyone	neutral
39247	hmm icecream for breakfast  #springtime	happiness
39248	Signing out for the night - have a good Sunday night all	fun
39249	@jonoble Hope you'll be able to join us for future editions	worry
39250	just watched One Tree Hill episode 22 season 6... never cried this much since keith died!!!!!! OTH is epic for sure!!!!!!  Xxx	worry
39251	@davelakhani Did you get to meet Ace Frehley?  Love his guitar playing.  Not sure how coherent a speaker he might/might not be.	love
39252	did it!!  back in pakistan! - http://bkite.com/07kBQ	worry
39253	I say &quot;oh man..&quot; jovani asks, &quot;did you just call me an old man?&quot; haha	happiness
39254	Did it!!  back in pakistan! - http://bkite.com/07kBR	neutral
39255	@jordanknight Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.	happiness
39256	@jonesyladdd SAME. its just not happening, and im going out too!. UH-OH.	worry
39257	That's more like it - 3rd  #fb	worry
39258	2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can't wait to grad.	worry
39259	Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....	love
39260	@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!	happiness
39261	@RealHughJackman Wolverine is awesome.. love it! your such a great actor..	love
39262	@erezmizrachi @mominisrael thanks	neutral
39263	We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com	happiness
39264	@Beautiful515  thats awesome!	surprise
39265	finishing session handbooks - Just Health and Safety and Manageing Discipline and Grievance to add!!	neutral
39266	Happy mothers day Mummy  ?	worry
39267	... I will launch (make or break) the alpha phase of my residential real estate rental website. (Commitment of first grade	worry
39268	glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate	surprise
39269	@LJRICH hello - as requested	neutral
39270	@marypascoe thanks  i love the word CRIKEY it's like my sayin'	love
39271	morning darlin' @DaHilster Hope you're feelin' tip-top  ? http://blip.fm/~5z7zs	happiness
39272	@masterballerina yess  you?	neutral
39273	http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!	happiness
39274	@xo_nessa Hiyaaa hannah asked me if i wanted to come to Girls Aloud  i wil see if i can skank some money somwhere is it ï¿½33 you need?	happiness
39275	@robluketic Hey Mr Luketic! I don't have your number to send by phone.  You can email me at heathfox@heathfox.com if that would be ok.	neutral
39276	@jessiealeea lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol	neutral
39277	@Vitriol_: &quot;@lordmitchnz  Good evening, kind sir *bows*&quot; ? http://blip.fm/~5z7zv	happiness
39278	happy mothers day!	love
39279	@BoltClock oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver	relief
39280	@CirkusMike tweetie is very good for multiple accounts too. Grab the Mac Desktop copy too if you have one	love
39281	@edsaint lol @ half - I already have a bulky desktop- I'm geared up for super slim and light: SSD performance is unreal	fun
39282	Happy mother's day to all of the moms out there! Don't forget to send a card!!	love
39283	will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!	fun
39284	@cybercabz i'll take a lookie, sound great	happiness
39285	Happy Mother's Day	love
39286	Seeing 'Love at the Club' actually made me	relief
39287	Crawling into my den for the night now.	neutral
39288	Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually	neutral
39289	@aussiecynic haha better drunken tweeting you mean?	fun
39290	just found out that i'm a robot	surprise
39291	@aussieboby i like it    #masterchef	happiness
39292	@doctorbond if you meant to heavy rain n flood in bkk last night, lucky I was out of bkk	worry
39293	@sevenspiral no worries, good news are good to spread	happiness
39294	@nicktionary and its amazing  x	love
39295	Just read a book called &quot;Gamer Girl&quot; and it wasn't too bad.	surprise
39296	@NeNe96 happy bday to her  and happy mothers' day too	love
39297	morning im up and ready weeee its a sunday	happiness
39298	@therealjspace *bows* glad to be of service	happiness
39299	@28doomdoom28 I saw that on jonas too  But where is that line from cos I've heard of it my I can't remember where?	worry
39300	@craving4sweets Happy hot mamas day!	neutral
39301	@tessajames01 cool i wear black most of the time when i go out	relief
39302	@Jo3ll3 going to bed for real this time. Have a good day	relief
39303	I want to play audition with Anna ~ -mHc-SMOOCH	fun
39304	@sandy195850 we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat	worry
39305	goin to watch some friends DVD's	relief
39306	happy mothers day to all moms out there!!	happiness
39307	Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !	happiness
39308	@WilHarris http://tinyurl.com/q3u32x isn't that the podcasting gear you got in for bit-tech?	neutral
39309	Off to revise for a bit back soon	neutral
39310	@originalgabriel Sure thing!	worry
39311	Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it	happiness
39312	@freshypanda haha drunk golf sounds *awesome*!! i predict a great score for today	happiness
39313	Good birding trip within 7 days with 5 Pitta and Bornean Bristlehead	neutral
39314	@ModelSupplies thank you for your comment	love
39315	@headgeek666 watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, titties in 3d	happiness
39316	Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.	love
39317	got an RE exam on Tuesday. Wish me luck / pray for me? Thank you.  xxx	neutral
39318	did ice skating last show part this morning. Mozart. awesome, can't wait to do it Friday and saturday. love U all	happiness
39319	Filming the very last scene of Afflicted - then it's on to sound design... soon! soon!	relief
39320	done with the fkn exam! n just bought the mothers day gift, finally... tada! the new prada fragrance  going to meet up mum n fam now : ...	relief
39321	@Krysss I invite you	neutral
39322	all in a days' nasism	neutral
39323	Photo: My New Shoes!  http://tumblr.com/xmx1qzcts	worry
39324	@Jennifrayne  Thanks for the link, ive voted &amp; i'll send that out too.	enthusiasm
39325	@RedMummy Good Morning  Hows u ?	neutral
39326	@toreo that's cuz you're cruising the twitter #nightshift now	neutral
39327	@melisadisti lol i hope i find someone to give me one too! lol	love
39328	@drewryanscott then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL	worry
39329	happy mom's day	love
39330	@Lindsayslifee they look nice atleast  haha. &lt;3	happiness
39331	@Linniesuniverse Lucien Kerk, one of our church vocalists	neutral
39332	@maryk3lly sure i willl ....	neutral
39333	On twikini while enjoying the sun	happiness
39334	@gh_rocks Aww how sweet you are	love
39335	@lickmycupcakes specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)	neutral
39336	@DebbieFletcher If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe xxx	surprise
39337	I PUT A SHELF UP lol im well proud and yes its my twilight shelf  my books the movies going on there and obv my prezzie from lara XD (L)	relief
39338	Hockey was so fukinï¿½ good  Fuck you hole! xD	hate
39339	@hottieann2145 nice to meet ya!	happiness
39340	@simonusher a bit too early for me and wanting to have nice lunch too... have a good time	surprise
39341	....damn articLe, need creativity _isn't it 16:20h already?	neutral
39342	@BigDaws I know.	neutral
39343	is finishing off related lit during PlanSem break  http://plurk.com/p/sw05s	relief
39344	Sunglasses whores   http://twitpic.com/4wtzj	hate
39345	"Guys will go see Constance 	 logically"	worry
39346	@Tor87 it's an awesome book, can't wait for the film - enjoy and don't be scared  x	happiness
39347	off to JFK (again), should be in texas soon.	relief
39348	Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later.	relief
39349	Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!	happiness
39350	@pkollar very heart-warming indeed. I'll be looking forward to that day	happiness
39351	Good Morning Tweets, I like lazy sundays	relief
39352	@MacQuid No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....	worry
39353	@sosolid2k peanut :o, cute name  lol get another turtle and call it jelly :p, if i get a pet i'll call it cabbage XD lolol	neutral
39354	happy mothers day  esp to my mommy	love
39355	@CimmiCSYMSOffic i think i'll pass the worm! haha, but good morning!	love
39356	walking the dog on horseforth park, no hangover on a Sunday morning, yay!!	surprise
39357	@jaded0ll HAPPY MOTHER'S DAY TO UR MOM JAH. TC.	love
39358	@jaderibeiro lol event management. no prerequisites	relief
39359	@davidchua i think they only play psp and pokemons.	neutral
39360	@hunz i tend to freak most people out - I am, err, somewhat mad.	worry
39361	@chillybreck that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones	empty
39362	just finish clean up my computer/guest room's cupboard! my stuffs	relief
39363	@kellieann1 haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing @mattcaplin	happiness
39364	I'm in need of someone with a good gaydar ... Seriously	worry
39365	@esmeeworld thanks	neutral
39366	Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined	happiness
39367	And Sanath smacks it! Jaya-ho!	neutral
39368	@RobPattinson444 hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  xxx	love
39369	Early lunch then getting all dressed up for Amy's confirmation	happiness
39370	Is playing bubblewrap on her iPhone. Over and over and over again. Still, beats working...	fun
39371	good morning tweets	neutral
39372	@MollyMaison moooooooooooooooo? lol i copied that last.fm thing you had  looks good	worry
39373	hi @blowmefool thanks for the follow  good luck with your friend? ha	happiness
39374	@priyaflorence I'll say  Even I don't do Dominos anymore - I prefer Pizza Hut's crunchy fresh veggie pizzas	neutral
39375	@macel_erika oh oh! that's a nice song!  yeah! You ain nuttin budda hawndog!	fun
39376	Off to see the Tinyï¿½s, thinking thoughts about smiles I caught from the radio  and big daft grin all over my face....	sadness
39377	@MrCrunchiebar  love the new pic! Isn't the sunny sky nice!	love
39378	@fergmaster Sons of bitches, why couldn't they put them on the releases we already bought	hate
